Time (UTC),U [m/s],theta [deg],P [MW],Price [€/MWh]
47484,12.09,204.10001,923.70001,21.799999
47484.04167,14.39,223,1000,26.43
47484.08333,16.879999,223.89999,1000,26.1
47484.125,14.47,228.60001,1000,24.700001
47484.16667,15.68,234.5,1000,24.74
47484.20833,15.18,238.5,1000,18.01
47484.25,18.940001,249.89999,1000,10.18
47484.29167,18.16,258.29999,1000,17.799999
47484.33333,21.110001,266.60001,1000,19.76
47484.375,20.07,256.29999,1000,20.73
47484.41667,18.190001,246.3,1000,24.76
47484.45833,17.68,244.39999,1000,25.68
47484.5,16.77,241.10001,1000,16.559999
47484.54167,16.91,241.7,1000,13.21
47484.58333,15.77,246.5,1000,9.15
47484.625,14.23,246.7,1000,13.29
47484.66667,13.49,248.8,1000,27.030001
47484.70833,12.79,247.8,1000,27.43
47484.75,11.21,251.2,771.20001,27.290001
47484.79167,10.17,251.8,585,26.959999
47484.83333,9.4799995,249.10001,479.10001,26.700001
47484.875,9.3100004,250.7,447.89999,26.469999
47484.91667,9.5600004,256.39999,493.10001,26.09
47484.95833,9.3500004,269.5,452.20001,24.879999
47485,9.8900003,273.39999,521.40002,18.120001
47485.04167,9.54,266.20001,479.70001,14.99
47485.08333,11.61,272.39999,790.70001,17.790001
47485.125,9.3299999,274.89999,441.79999,24.51
47485.16667,9.2700005,271,435.79999,11.83
47485.20833,10.98,276.89999,688,14.55
47485.25,9.4300003,280.70001,458,22.58
47485.29167,9.46,294,407.89999,41.919998
47485.33333,9.3800001,284.5,433.39999,47.950001
47485.375,9.0500002,288.29999,356.70001,38.02
47485.41667,9.4899998,267.89999,474.79999,35.040001
47485.45833,11.17,260.89999,763.20001,35.220001
47485.5,11.83,259.89999,885.5,34.560001
47485.54167,9.6499996,261.5,500.60001,34.099998
47485.58333,10.4,258.60001,629.40002,35.98
47485.625,8.0100002,246.60001,307.39999,38.049999
47485.66667,9.3400002,231.5,507.29999,41.669998
47485.70833,11.1,222.89999,837.29999,42.389999
47485.75,12.28,213.89999,937.20001,45.060001
47485.79167,14.92,198.7,1000,41.080002
47485.83333,15.88,194.8,1000,34.939999
47485.875,16.809999,193.3,1000,25.459999
47485.91667,18.18,176.5,1000,21.299999
47485.95833,19.1,172.10001,1000,18.969999
47486,18.799999,178.5,1000,18.110001
47486.04167,18.049999,192.10001,1000,1.38
47486.08333,16.41,187,1000,0.02
47486.125,17.98,166.39999,1000,-5.99
47486.16667,17.33,165.8,1000,-9.21
47486.20833,18.52,188.10001,1000,-4.64
47486.25,16.290001,259.29999,1000,9.9
47486.29167,18.280001,256.20001,1000,26.969999
47486.33333,16.23,248.2,1000,27.57
47486.375,18.42,240.60001,1000,27.719999
47486.41667,15.14,223.39999,1000,27.99
47486.45833,12.59,217.89999,975.90002,28.52
47486.5,9.3400002,235.39999,483.10001,29.23
47486.54167,8.2299995,294.20001,263.5,29.49
47486.58333,8.5600004,289.60001,287.60001,29.860001
47486.625,14.19,290.10001,1000,30.51
47486.66667,13.75,292.70001,1000,30.950001
47486.70833,15.42,314.89999,1000,31.280001
47486.75,18.780001,297.39999,1000,30.780001
47486.79167,19.639999,299.89999,1000,30.15
47486.83333,17.42,302.5,1000,29.370001
47486.875,16.559999,305.70001,1000,28.93
47486.91667,17.370001,305.79999,1000,28.129999
47486.95833,15.43,309.89999,1000,27.309999
47487,13.63,312.39999,1000,27.049999
47487.04167,12.93,309.5,1000,26.780001
47487.08333,11.84,309.79999,873.40002,26.469999
47487.125,11.14,311.20001,723.40002,26.49
47487.16667,9.9899998,314.29999,499.89999,26.6
47487.20833,8.3999996,318.5,295,17.309999
47487.25,7.1900001,313.5,189.3,19.959999
47487.29167,6.5100002,313.79999,138.2,33.59
47487.33333,5.46,312.5,78.5,40.450001
47487.375,4.1500001,312,28.700001,41.970001
47487.41667,3.3800001,283.89999,8.1000004,37.549999
47487.45833,3.24,273.20001,6.6999998,36.02
47487.5,1.96,276.79999,-4.5999999,35.529999
47487.54167,1.92,260,-4.5999999,35.299999
47487.58333,1.17,265.10001,-4.5999999,35.830002
47487.625,1.5599999,66.199997,-4.5999999,42.040001
47487.66667,3.48,110,4.5,42.529999
47487.70833,5.4099998,96.099998,75.900002,51.43
47487.75,6.9899998,101.4,170.39999,49.959999
47487.79167,7.6100001,105.9,217.60001,46.73
47487.83333,8.6599998,101,310,41.57
47487.875,5.5,116.5,76.099998,37.09
47487.91667,5.77,177.60001,102.3,32.490002
47487.95833,3.97,137.7,17.700001,28.049999
47488,3.9200001,92.699997,21.1,5.96
47488.04167,5.5599999,67.400002,92.5,-0.94
47488.08333,9.9200001,57.900002,527.40002,26.5
47488.125,9.8900003,49.900002,500.29999,26.5
47488.16667,8.8100004,44,340.5,26.879999
47488.20833,5.6300001,37.5,77.900002,27.66
47488.25,4.5599999,4.9000001,38.400002,24.98
47488.29167,4.25,349.20001,29.5,30.440001
47488.33333,3.3499999,356.79999,6.8000002,36.200001
47488.375,2.28,359.29999,-4.5999999,36.299999
47488.41667,1.3099999,289.89999,-4.5999999,38.950001
47488.45833,0.83999997,233.10001,-4.5999999,39.400002
47488.5,0.86000001,136.8,-4.5999999,41.689999
47488.54167,3.05,154.2,-4.5999999,42.41
47488.58333,1.9299999,146.5,-4.5999999,42.380001
47488.625,2.6800001,114.6,-4.5999999,47.099998
47488.66667,2.6199999,153.5,-4.5999999,47.77
47488.70833,4.2800002,156.7,28.799999,56.349998
47488.75,4.9400001,135.10001,44.700001,57.419998
47488.79167,3.0999999,184.7,1.8,53.919998
47488.83333,5.3699999,213.39999,83.5,42.360001
47488.875,3.4000001,208.8,10.5,39.900002
47488.91667,3.3800001,204.2,10.9,35.98
47488.95833,4.6100001,186.5,63.200001,35.240002
47489,2.0899999,115.9,-4.5999999,29.450001
47489.04167,3.3499999,72.900002,9.6000004,28.549999
47489.08333,7.7399998,57.5,228.5,28.18
47489.125,8.3599997,60,324.89999,28
47489.16667,8.3000002,58.799999,321.10001,27.08
47489.20833,7.6900001,55.099998,245.3,28.700001
47489.25,8.1800003,33.400002,247.2,30
47489.29167,7.96,27.5,229.3,31.360001
47489.33333,7.1100001,29.799999,156.39999,34.189999
47489.375,6.5100002,23.6,131.5,41.110001
47489.41667,5.5500002,18.5,79.099998,43.16
47489.45833,5.3299999,16.6,69.5,43.169998
47489.5,4.77,25.1,47,43.139999
47489.54167,3.8,22.299999,18.6,39.959999
47489.58333,2.4100001,26.9,-4.5999999,36.040001
47489.625,1.66,31.299999,-4.5999999,34.91
47489.66667,4.3899999,88.400002,36.599998,40.52
47489.70833,8.7700005,74.800003,405.39999,43.91
47489.75,9.2600002,61.200001,462.79999,43.869999
47489.79167,10.33,53.099998,599.09998,35.09
47489.83333,10.33,53.599998,600.40002,31.059999
47489.875,9.4200001,51.900002,457.29999,30.719999
47489.91667,9.6000004,46.400002,468.10001,29.98
47489.95833,9.7299995,53,504.89999,29.030001
47490,9.3199997,51.099998,443.70001,21.870001
47490.04167,9.1800003,54.200001,428.39999,15.98
47490.08333,8.4899998,59.900002,359.60001,15.99
47490.125,7.5500002,62.099998,259.10001,26.16
47490.16667,6.9499998,67.099998,203.8,26.6
47490.20833,6.3400002,63.599998,152.8,27.139999
47490.25,5.2600002,65.199997,83.400002,27.43
47490.29167,4.6100001,66.099998,51.700001,27.690001
47490.33333,4.54,58.400002,45.700001,27.93
47490.375,4.3400002,69.800003,39.599998,28.33
47490.41667,3.1600001,75.900002,5.0999999,28.790001
47490.45833,2.52,65.199997,-4.5999999,28.950001
47490.5,2.3599999,88.900002,-4.5999999,28.959999
47490.54167,3.0999999,117.6,-4.4000001,28.27
47490.58333,2.1099999,118.1,-4.5999999,28.290001
47490.625,1.86,104.8,-4.5999999,26.75
47490.66667,1.79,73.599998,-4.5999999,27.209999
47490.70833,2.71,62.299999,-4.5999999,30.879999
47490.75,3.0799999,76.800003,3.5999999,34.34
47490.79167,3.0699999,93.900002,-2.7,32.330002
47490.83333,3.6400001,102.4,11.4,29.959999
47490.875,4.3600001,117.7,30.799999,28.940001
47490.91667,5.3000002,129.60001,72.099998,29.690001
47490.95833,5.25,117.7,64.699997,27.01
47491,5.29,104.7,72.699997,18.91
47491.04167,6.1900001,110.5,118.2,15.15
47491.08333,7.1900001,117.1,189.7,23.92
47491.125,7.4200001,114.9,216.7,25.48
47491.16667,7.7800002,111,248,23.09
47491.20833,8.3500004,108,312.20001,17.1
47491.25,8.9300003,108.3,379.70001,30.030001
47491.29167,9.3599997,112,434.20001,42.93
47491.33333,9.6999998,116.7,479,44.950001
47491.375,9.6199999,115.1,478.79999,42.57
47491.41667,9.3699999,118.3,421.29999,41.98
47491.45833,9.7799997,115.5,498.29999,41.540001
47491.5,10.21,113.8,569.5,42.900002
47491.54167,10.77,107.6,679.70001,42.900002
47491.58333,11.93,107.3,924.40002,40.91
47491.625,12.71,109.7,998.5,40.970001
47491.66667,13.66,108,1000,39.689999
47491.70833,14.55,108.1,1000,40.259998
47491.75,15.48,110.4,1000,37.990002
47491.79167,16.51,110.3,1000,31.92
47491.83333,17.309999,112.3,1000,28.02
47491.875,17.290001,114.7,1000,24.780001
47491.91667,17.299999,112.8,1000,28.49
47491.95833,17.719999,115.1,1000,28.09
47492,18.200001,116.4,1000,27.17
47492.04167,18.950001,116.2,1000,22.1
47492.08333,19.92,115.6,1000,9.79
47492.125,19.879999,115.6,1000,4.99
47492.16667,19.76,115.7,1000,9.24
47492.20833,19.01,117.3,1000,14.66
47492.25,18.08,119.7,1000,28.17
47492.29167,17.48,119.5,1000,32.360001
47492.33333,17.33,117.9,1000,32.529999
47492.375,17.5,117.1,1000,32.259998
47492.41667,16.959999,115.3,1000,32.130001
47492.45833,16.790001,113.4,1000,32.32
47492.5,16.620001,116.5,1000,32.040001
47492.54167,16.200001,114.6,1000,31.799999
47492.58333,16.469999,115.9,1000,31.469999
47492.625,16.02,123.9,1000,31.4
47492.66667,15.5,129.39999,1000,32.25
47492.70833,14.95,132.7,1000,32.869999
47492.75,14.37,133.10001,1000,32.439999
47492.79167,12.7,139.39999,1000,31.5
47492.83333,11.48,145,821.70001,30.59
47492.875,10.76,148.2,658.70001,30.15
47492.91667,9.21,151.39999,409.89999,29.23
47492.95833,8.6099997,147.3,339.70001,28.559999
47493,8.3599997,136.3,300.70001,28.870001
47493.04167,8.2600002,133.89999,284,28.299999
47493.08333,9.0200005,137,373.89999,27.950001
47493.125,9.4499998,144.89999,444.79999,26.91
47493.16667,9.3000002,146,416.10001,26.629999
47493.20833,8.6199999,157.39999,324.20001,30.91
47493.25,8.4300003,154.89999,298.20001,34.869999
47493.29167,8.6000004,152,324.60001,44.009998
47493.33333,7.8899999,153.7,257.20001,47.98
47493.375,7.8899999,148,265.5,47.98
47493.41667,7.5100002,155.5,234.10001,48.040001
47493.45833,6.9200001,151.3,163,47.779999
47493.5,7.4099998,154.60001,200.89999,47.09
47493.54167,7.1599998,148.7,178,44.150002
47493.58333,9.5,140.3,438.10001,45.970001
47493.625,8.5500002,139.2,295.5,46.830002
47493.66667,8.29,137.60001,269.60001,48.900002
47493.70833,9.3800001,137.60001,410.20001,51.900002
47493.75,9.9499998,138.8,519.29999,52.689999
47493.79167,9.0699997,147.60001,405.79999,49.099998
47493.83333,8.6599998,142.89999,340,40
47493.875,8.4200001,142.39999,329.60001,35.810001
47493.91667,8.3299999,150.10001,274.39999,33.240002
47493.95833,7,147.7,155,33.860001
47494,7.1999998,124,167.3,31.01
47494.04167,8.5299997,112.5,273.10001,30.030001
47494.08333,8.8299999,122.2,309.29999,29.860001
47494.125,7.9499998,131.10001,227.10001,29.969999
47494.16667,6.9699998,135.39999,143.89999,30.950001
47494.20833,6.7399998,118.8,124.7,33.240002
47494.25,6.6100001,114.5,120.5,41.5
47494.29167,7.5999999,108.4,207.60001,51.369999
47494.33333,6.4200001,109.6,115.8,55.650002
47494.375,5.5100002,120.7,75.300003,55.110001
47494.41667,4.6700001,105.4,44.099998,55.130001
47494.45833,5.1599998,91.300003,71.599998,54.57
47494.5,5,87.5,65.199997,52.860001
47494.54167,4.46,93.900002,38.700001,46.869999
47494.58333,5.04,77.599998,66.300003,49.91
47494.625,6.04,64.5,127.6,52.279999
47494.66667,6.4400001,50.900002,142.10001,54.810001
47494.70833,7.3200002,50.599998,212.10001,56.380001
47494.75,7.4200001,48.099998,217.7,56.099998
47494.79167,7.2800002,56.599998,214.5,40.349998
47494.83333,6.5599999,60.400002,161.89999,39.959999
47494.875,5.77,56,101.2,34.009998
47494.91667,6.3600001,53.099998,136.8,40.099998
47494.95833,6.6399999,60.400002,167.5,30.059999
47495,6.96,64.400002,204.5,30
47495.04167,6.9699998,60.900002,197.60001,29.42
47495.08333,7.4099998,64.699997,247.8,29.200001
47495.125,8.1700001,74.800003,329.29999,29.18
47495.16667,7.9299998,75.300003,302.70001,29.6
47495.20833,9.0900002,76.599998,455.70001,31.219999
47495.25,9.6099997,80.599998,535.29999,33.220001
47495.29167,10.58,83.800003,703.90002,44.189999
47495.33333,10.09,89.400002,613.29999,47.080002
47495.375,9.5500002,88.800003,521.20001,44.349998
47495.41667,10.66,87.900002,720.29999,43.57
47495.45833,11.07,88.5,807.90002,43.439999
47495.5,11.57,91.5,909.70001,39.580002
47495.54167,12.01,96.800003,959,37.630001
47495.58333,12.09,99.699997,961.20001,36.73
47495.625,12.31,102.7,987.59998,35.200001
47495.66667,12.12,105.8,958,39.560001
47495.70833,12.72,108.1,1000,41.049999
47495.75,12.78,111.3,1000,38.48
47495.79167,12.31,119.7,926.09998,33.110001
47495.83333,12.71,117.3,988.79999,31.559999
47495.875,12.52,117.4,969.5,31.450001
47495.91667,11.91,122,893.79999,30.360001
47495.95833,11.45,120.5,769.40002,29.540001
47496,11.05,118.4,691.40002,30.15
47496.04167,10.49,121.8,595.40002,29.629999
47496.08333,10.62,120.4,599.70001,29.16
47496.125,10.6,123.1,632.09998,28.93
47496.16667,10.49,123.7,619.40002,28.790001
47496.20833,10.67,124.9,667.20001,28.98
47496.25,10.95,129.5,731.79999,29.35
47496.29167,11.2,129.3,783.90002,30.280001
47496.33333,11.96,128,943.40002,30.85
47496.375,12.26,130.10001,981.70001,31.51
47496.41667,11.93,132.60001,914.59998,31.809999
47496.45833,11.79,136.10001,881.29999,31.889999
47496.5,12.27,135,964.29999,31.879999
47496.54167,12.44,134.2,990.40002,31.85
47496.58333,12.37,133.8,983.29999,31.389999
47496.625,12.3,130.89999,983.70001,31.33
47496.66667,12.41,131,998.40002,33.919998
47496.70833,13.16,131.8,1000,37.959999
47496.75,13.29,132.5,1000,36.709999
47496.79167,12.66,132,1000,32.07
47496.83333,12.63,131.60001,1000,30.59
47496.875,12.73,128.5,1000,29.799999
47496.91667,12.34,127.9,1000,29.34
47496.95833,11.63,127,886.70001,28.799999
47497,11.46,126.7,849.5,23.25
47497.04167,11.24,129,798.90002,24.809999
47497.08333,10.66,130.60001,674.40002,24.950001
47497.125,10.82,129.2,709.20001,25.99
47497.16667,11.67,133.3,866,25.309999
47497.20833,11.88,133.2,909.40002,26.77
47497.25,11.88,135.3,901,28.35
47497.29167,12.05,135.39999,936.20001,28.549999
47497.33333,12.11,136.2,954,28.83
47497.375,12.79,139.2,1000,29.41
47497.41667,12.24,141.2,996.40002,29.74
47497.45833,11.38,140.2,835.79999,30.129999
47497.5,12.13,142.8,977.20001,29.809999
47497.54167,12.06,151.5,950.5,29.440001
47497.58333,11.53,151.2,844.20001,29.940001
47497.625,12.37,151.7,994.09998,31.32
47497.66667,12.8,159.8,1000,33.27
47497.70833,13.59,160.2,1000,33.98
47497.75,15,159.8,1000,32.5
47497.79167,16.17,165.3,1000,31.379999
47497.83333,16.34,166.3,1000,30.549999
47497.875,15.82,169,1000,29.690001
47497.91667,16.68,167.5,1000,29.33
47497.95833,16.299999,172,1000,28.82
47498,16.040001,174.10001,1000,23.15
47498.04167,15.84,178.7,1000,24.02
47498.08333,15.96,175.10001,1000,23.1
47498.125,16.16,175.7,1000,20.290001
47498.16667,17.280001,178.3,1000,22.809999
47498.20833,17.879999,185.7,1000,25.17
47498.25,17.5,189.89999,1000,33.650002
47498.29167,17.41,189.10001,1000,32.349998
47498.33333,17.43,184.7,1000,33.5
47498.375,17.16,182.3,1000,32.57
47498.41667,18.33,181.2,1000,31.540001
47498.45833,19,180.5,1000,30.299999
47498.5,19.68,181.10001,1000,29.43
47498.54167,20.42,181.10001,1000,29.290001
47498.58333,21.309999,183.3,1000,29.42
47498.625,21.559999,184.39999,1000,28.08
47498.66667,22.370001,184.39999,1000,24.889999
47498.70833,22.030001,187.2,1000,30.01
47498.75,21.23,188.39999,1000,28.040001
47498.79167,20.379999,191.10001,1000,18.08
47498.83333,19.139999,189.89999,1000,13.59
47498.875,18.120001,182.7,1000,10.69
47498.91667,14.49,179.8,1000,10.01
47498.95833,12.33,289.60001,912.09998,-1.16
47499,14.83,274.29999,1000,-9.61
47499.04167,14.28,260.60001,1000,-6.62
47499.08333,15.92,265.39999,1000,-2.33
47499.125,12.91,273.29999,1000,-4.92
47499.16667,13.76,256.5,1000,-0.08
47499.20833,11.71,268,867.59998,10.59
47499.25,10.47,274.20001,621.79999,27.719999
47499.29167,10.06,271.79999,564.79999,38.919998
47499.33333,10.41,262.89999,624.70001,42.130001
47499.375,9.54,264.29999,477.79999,35.029999
47499.41667,12.33,271.60001,968,32.919998
47499.45833,13.15,285.10001,1000,32.970001
47499.5,14.78,276.79999,1000,32.889999
47499.54167,14.24,275,1000,32.900002
47499.58333,13.4,279.70001,1000,32.889999
47499.625,14.43,280.20001,1000,33.779999
47499.66667,13.91,264.89999,1000,36.939999
47499.70833,14.32,262.70001,1000,42.18
47499.75,13.54,259.89999,1000,44.34
47499.79167,12.85,259.79999,1000,33.990002
47499.83333,14.43,262.70001,1000,34.810001
47499.875,13.79,252.5,1000,30.719999
47499.91667,12.77,265.29999,1000,30.1
47499.95833,12.38,278.5,967.90002,24.620001
47500,9.0900002,264.20001,457.20001,28.139999
47500.04167,10.39,272,607.90002,27.75
47500.08333,8.6099997,263.79999,363.60001,27.530001
47500.125,9.8199997,300.20001,450.10001,27.469999
47500.16667,8.0900002,304.79999,270.60001,27.91
47500.20833,9.1000004,313.39999,388.5,27.620001
47500.25,8.75,284.29999,342.89999,31.940001
47500.29167,8.3800001,295.39999,331.70001,40
47500.33333,8.5100002,279.39999,343,44.950001
47500.375,10.96,290,614.29999,42.490002
47500.41667,9.6700001,264.89999,482.29999,39.880001
47500.45833,10.82,283.89999,601.70001,38.990002
47500.5,13.1,264.29999,1000,34.75
47500.54167,9.1199999,280.29999,430.29999,32.540001
47500.58333,10.02,301.39999,488.79999,32.380001
47500.625,11.54,290.20001,730,33.110001
47500.66667,16.16,283.5,1000,38.040001
47500.70833,12.56,288.60001,956.59998,38.900002
47500.75,16.52,285,1000,38.439999
47500.79167,9.9300003,289.89999,462.10001,34.259998
47500.83333,14.52,265.60001,1000,31.200001
47500.875,14.33,267.70001,1000,30.57
47500.91667,13.28,265.39999,1000,29.92
47500.95833,14,260.29999,1000,29.33
47501,13.4,255,1000,29.120001
47501.04167,11.29,252.3,792,28.6
47501.08333,11.03,240.89999,789,28.459999
47501.125,9.2200003,230.2,492.70001,28.34
47501.16667,9.7700005,205.89999,606.40002,28.75
47501.20833,6.02,213.2,149.39999,29.92
47501.25,7.79,197.5,323.29999,31.200001
47501.29167,6.6900001,168.2,160.10001,42.93
47501.33333,8.3000002,134.7,288.89999,42.150002
47501.375,7.54,112.3,217,42
47501.41667,7.5100002,71.300003,248,40.91
47501.45833,5.1100001,36.900002,57.299999,39.34
47501.5,5.1300001,337.20001,60.599998,37.41
47501.54167,5.79,3.0999999,93.599998,35.82
47501.58333,8.5100002,349.70001,302.60001,34.849998
47501.625,6.6799998,326,149.5,36.73
47501.66667,5.75,301.5,94.400002,39.360001
47501.70833,7.71,298.20001,220.5,42.150002
47501.75,8.6499996,296.5,313.79999,42.040001
47501.79167,9.1199999,292.89999,366.29999,41.490002
47501.83333,8.5299997,291.70001,296.70001,38.93
47501.875,9.8500004,288.5,453.89999,34.299999
47501.91667,10.27,304.10001,549,32.57
47501.95833,9.3000002,277.10001,440.79999,30.450001
47502,10.96,289.5,630.40002,30
47502.04167,7.71,288.70001,229.89999,29.969999
47502.08333,7.29,285.10001,194.7,29.49
47502.125,8.8299999,268.79999,395.60001,29.559999
47502.16667,6.6700001,280,168.39999,30.02
47502.20833,8.4700003,272.29999,320.39999,31.76
47502.25,8.1999998,249.8,288.89999,40.02
47502.29167,6.5799999,280.5,156.39999,48.959999
47502.33333,3.72,263.70001,29.9,51.939999
47502.375,9.3100004,252.2,438.89999,50.360001
47502.41667,6.3499999,272.89999,144.2,49.580002
47502.45833,6.5100002,246.3,165.39999,46.880001
47502.5,9.25,267.10001,414.5,42.990002
47502.54167,6.9000001,264,159.60001,41.669998
47502.58333,9.7799997,265,512.90002,39.490002
47502.625,10.27,264.79999,597.90002,41.779999
47502.66667,9.2200003,274.20001,436.60001,44.299999
47502.70833,9.6400003,256.39999,512.5,49.57
47502.75,9.9099998,268.60001,519.90002,49.740002
47502.79167,9.9099998,265.39999,539.90002,44.790001
47502.83333,8.5100002,258.60001,353.89999,38.830002
47502.875,8.8100004,254.60001,396.89999,36.939999
47502.91667,7.96,256.89999,291.29999,35.84
47502.95833,9.2200003,254,453.79999,32.610001
47503,7.9699998,249.7,290.79999,29.709999
47503.04167,8.9099998,245.3,435.60001,27.84
47503.08333,7.96,248.89999,317.79999,28.370001
47503.125,7.54,230,273.79999,29.01
47503.16667,8.1099997,218.60001,328.39999,28.98
47503.20833,8.6599998,229.3,416.20001,29.23
47503.25,7.8499999,212.10001,287.20001,29.68
47503.29167,8.29,223.8,357.39999,30.85
47503.33333,10.31,260.29999,619.5,33.07
47503.375,5.79,276,102.6,38
47503.41667,7.8499999,247.89999,286.29999,41.66
47503.45833,7.9699998,239.39999,307.10001,41.68
47503.5,8.4300003,240.8,364.89999,41.93
47503.54167,7.9299998,252.5,287.29999,41.450001
47503.58333,6.3600001,242.2,154.3,39
47503.625,6.0500002,224.7,139.39999,40.009998
47503.66667,6.27,213.8,143.39999,41.799999
47503.70833,6.54,192.8,188.39999,44.68
47503.75,6.0799999,202.60001,148.89999,49.380001
47503.79167,4.6999998,205.10001,59.799999,43.98
47503.83333,7.1700001,184.8,233.3,39.16
47503.875,5.3800001,271.5,88,36.369999
47503.91667,1.4299999,277.60001,-4.5999999,36.330002
47503.95833,1.77,253.3,-4.5999999,32.669998
47504,2.6900001,290.89999,-4.5999999,31.879999
47504.04167,3.6400001,318.20001,15,30.41
47504.08333,3.6800001,332.39999,15.7,29.24
47504.125,2.98,18.799999,-3.7,28.709999
47504.16667,4.1199999,90.099998,26.1,28.799999
47504.20833,4.7800002,86.099998,46.700001,29.049999
47504.25,6.23,102,114.1,29.48
47504.29167,6.25,106.1,125.3,30.309999
47504.33333,6.6199999,98.300003,155.60001,32.490002
47504.375,7.48,108.4,217.5,35.299999
47504.41667,7.1999998,119.7,181.60001,38.880001
47504.45833,7.02,123.2,180.60001,40.93
47504.5,7.2199998,135.39999,195.89999,40.93
47504.54167,6.02,132.7,111.2,37.77
47504.58333,7.0100002,124.6,185.10001,33.84
47504.625,7.6799998,129.8,248.10001,34.619999
47504.66667,8.5699997,132.7,329.79999,38.040001
47504.70833,8.71,146.10001,356.20001,42.93
47504.75,9.6400003,153.39999,478.79999,48.080002
47504.79167,10.47,164.7,604.09998,42.919998
47504.83333,10.8,166,664.20001,37.459999
47504.875,11.49,172,852.70001,32.529999
47504.91667,11,168.2,723.09998,32.5
47504.95833,11.57,176.5,894,30.200001
47505,12.46,177.8,1000,27.059999
47505.04167,12.94,173.7,1000,28.58
47505.08333,13.01,167.3,1000,28.379999
47505.125,13.16,164.5,1000,28.379999
47505.16667,13.82,164.7,1000,28.379999
47505.20833,14.91,160.60001,1000,25.969999
47505.25,15.32,159.5,1000,33.080002
47505.29167,14.72,157.3,1000,42.950001
47505.33333,14.32,155.5,1000,45.060001
47505.375,13.27,151.89999,1000,45.900002
47505.41667,11.74,150.60001,867.29999,44.98
47505.45833,10.47,153.39999,605.20001,46.84
47505.5,9.0699997,153.89999,396.5,45.5
47505.54167,7.46,147.8,218.3,45.869999
47505.58333,7.3800001,144,215.3,44.849998
47505.625,7.04,141.5,187.10001,43.939999
47505.66667,6.2800002,156.2,121.8,43.650002
47505.70833,5.3800001,167.7,65.099998,49.5
47505.75,5.0300002,173.7,53.099998,51
47505.79167,4.6300001,147.8,31.700001,48.049999
47505.83333,2.6199999,221.7,-4.5999999,42.82
47505.875,3.6500001,262.60001,23.4,38.990002
47505.91667,5.3600001,284.5,64.599998,36.200001
47505.95833,7.27,288.79999,152.3,33.5
47506,8.0500002,290.39999,191.89999,33.380001
47506.04167,6.8099999,280.5,148.39999,31.74
47506.08333,5.1700001,272.20001,58.299999,30.780001
47506.125,5.9499998,269.89999,101.4,30.379999
47506.16667,7.9899998,247.60001,224.7,30.969999
47506.20833,7.52,253,208.8,32.48
47506.25,7.8000002,237.5,259.89999,39.490002
47506.29167,8.1199999,230,269.89999,48.48
47506.33333,10.16,222.5,565.90002,51.049999
47506.375,10.4,214.2,580.09998,44.639999
47506.41667,12.51,203.2,1000,36.639999
47506.45833,14.51,205.39999,1000,33.650002
47506.5,15.18,206.2,1000,32.939999
47506.54167,16.93,203.10001,1000,32.849998
47506.58333,17.870001,199.89999,1000,32.66
47506.625,19.84,201.7,1000,32.59
47506.66667,20.98,201.7,1000,33.669998
47506.70833,20.85,203.7,1000,37.02
47506.75,20.75,212.3,1000,32.990002
47506.79167,20.65,222,1000,32.689999
47506.83333,20.91,225.3,1000,30.99
47506.875,22.040001,233.60001,1000,29.620001
47506.91667,20.809999,230.3,1000,28.030001
47506.95833,21.280001,242.5,1000,13.64
47507,20.360001,251.7,1000,13.46
47507.04167,19.07,255.8,1000,11.21
47507.08333,18.99,258.29999,1000,10.34
47507.125,18,255.8,1000,9.26
47507.16667,15.26,246.10001,1000,11.23
47507.20833,15.05,230.7,1000,16.74
47507.25,16.82,219.8,1000,28.83
47507.29167,20.549999,212.60001,1000,40.919998
47507.33333,21.780001,212.10001,1000,32.389999
47507.375,24.780001,213.89999,1000,31.879999
47507.41667,26.120001,208.2,-4.5999999,30.57
47507.45833,25.620001,215.39999,-4.5999999,29.9
47507.5,26.42,214.5,-4.5999999,29.82
47507.54167,27.799999,214.8,-4.5999999,29.059999
47507.58333,28.34,216.89999,-4.5999999,28.83
47507.625,28.65,218.8,-4.5999999,28.73
47507.66667,17.65,252.89999,1000,29
47507.70833,17.940001,245.5,1000,29.700001
47507.75,18.530001,234,1000,29.27
47507.79167,20.219999,220,1000,28.370001
47507.83333,20.110001,224.8,1000,25.059999
47507.875,19.879999,230,1000,18.26
47507.91667,19.1,229.10001,1000,16.49
47507.95833,19.469999,229.7,1000,11.83
47508,18.59,236.39999,1000,4.72
47508.04167,18.24,237,1000,5.45
47508.08333,17.58,238.7,1000,3.87
47508.125,17.5,240.8,1000,4.69
47508.16667,17.17,240.3,1000,4.74
47508.20833,17.1,240.60001,1000,13.99
47508.25,16.68,240.5,1000,28.120001
47508.29167,15.68,237.89999,1000,39.48
47508.33333,15.34,236.60001,1000,33.68
47508.375,15.37,236.39999,1000,30.959999
47508.41667,15.25,233,1000,30.860001
47508.45833,14.65,234.8,1000,30.49
47508.5,14.07,232.3,1000,30.219999
47508.54167,14.26,228.89999,1000,30.290001
47508.58333,14.29,228.60001,1000,30.43
47508.625,13.31,232.60001,1000,30.85
47508.66667,12.81,234.8,1000,21.01
47508.70833,11.89,235,926.20001,44.209999
47508.75,10.81,228.10001,758.70001,33.189999
47508.79167,9.9399996,233.8,566.70001,32.139999
