Time (UTC),U [m/s],theta [deg],P [MW],Price [€/MWh]
47642.33333,2.5899999,14.3,-4.5999999,56.91
47642.375,2.3299999,40.099998,-4.5999999,54.130001
47642.41667,2.4400001,35.099998,-4.5999999,53.049999
47642.45833,2.3699999,26.799999,-4.5999999,49.540001
47642.5,2.02,40.900002,-4.5999999,49.549999
47642.54167,1.6799999,37.099998,-4.5999999,49.09
47642.58333,2.52,0.30000001,-4.5999999,48.32
47642.625,3.0799999,346.20001,9.3000002,48.450001
47642.66667,4.48,312,28.299999,50.470001
47642.70833,5.2199998,322.60001,44.099998,54.66
47642.75,4.6500001,326.70001,33.799999,54.98
47642.79167,4.9400001,325.5,43.599998,53.09
47642.83333,6.1799998,321.79999,82.900002,49.669998
47642.875,6.6100001,333.39999,94.400002,50.369999
47642.91667,3.6900001,356.10001,12.2,48.450001
47642.95833,3.72,339.29999,14.3,45.07
47643,4.3499999,312.5,32.900002,41.790001
47643.04167,4.9699998,331.60001,40.5,42.630001
47643.08333,5.8000002,339.60001,63.200001,42.009998
47643.125,4.4699998,343.60001,26,40.869999
47643.16667,6.1799998,334.70001,101,41.939999
47643.20833,6.0799999,343.20001,77.699997,45.169998
47643.25,5.9099998,342.5,88.099998,46.759998
47643.29167,5.79,356,85.300003,47.200001
47643.33333,6.1300001,357.89999,100.1,47.689999
47643.375,4.9899998,4.9000001,49.799999,47.73
47643.41667,5.4699998,350.39999,71.199997,47.610001
47643.45833,5.8800001,352.60001,89.699997,47.189999
47643.5,5.8200002,1.9,85.5,46.490002
47643.54167,5.02,347.10001,51.200001,45.77
47643.58333,4.9299998,339.20001,48.900002,45.389999
47643.625,6.1500001,336.29999,104,46.32
47643.66667,6.8400002,339.29999,145.7,47.220001
47643.70833,7.73,342.60001,207.8,48.48
47643.75,7.52,339.89999,195.5,48.959999
47643.79167,7.0300002,341.60001,156.60001,48.91
47643.83333,7.3099999,351.79999,181.10001,48.029999
47643.875,6.73,351.39999,139.7,48
47643.91667,5.6399999,354.10001,77.900002,44.639999
47643.95833,5.5900002,357.79999,75.300003,45.459999
47644,5.73,354.10001,82.699997,43.950001
47644.04167,7.1799998,0.30000001,166.5,43.310001
47644.08333,7.3499999,357.20001,179.39999,42.189999
47644.125,8.5900002,349.10001,297.29999,42.080002
47644.16667,8.2600002,356,260.60001,42.919998
47644.20833,8.0699997,350.29999,249.60001,44.200001
47644.25,5.48,1.8,71.099998,45.5
47644.29167,7.1900001,341.20001,169.10001,46.41
47644.33333,7.96,331.29999,237.89999,46.48
47644.375,8.2700005,335.39999,268.10001,47.220001
47644.41667,6.7399998,335.79999,142.7,47.419998
47644.45833,4.98,340.79999,51.200001,47.34
47644.5,5.2800002,319.10001,66.400002,47.009998
47644.54167,6.2199998,322.5,116,46.040001
47644.58333,7.1100001,310.20001,190.39999,45.470001
47644.625,7.6500001,306,230.60001,45.959999
47644.66667,8.3699999,306.60001,306.20001,46.900002
47644.70833,8.46,308.70001,321.5,46.360001
47644.75,8.9799995,313.10001,371.60001,49.93
47644.79167,8.8999996,317,351.10001,49.970001
47644.83333,9.3100004,325,405.70001,49.900002
47644.875,8.79,324.20001,341,49.939999
47644.91667,8.4899998,310.60001,325.79999,46.650002
47644.95833,9.8299999,311.79999,493.89999,39.549999
47645,9.9200001,315.29999,483.20001,38.369999
47645.04167,10.4,309.89999,594.70001,37.43
47645.08333,11.01,311.39999,694.40002,37.560001
47645.125,10.77,312.5,638.5,37.380001
47645.16667,10.03,313.79999,509.89999,38.560001
47645.20833,10.43,315.20001,561.70001,49.400002
47645.25,10.5,315.79999,572.29999,56.869999
47645.29167,10.51,312,600.59998,49.27
47645.33333,10.3,310.79999,576.20001,48.82
47645.375,10.26,311.39999,563.40002,48.740002
47645.41667,9.3100004,306.79999,422.39999,48.43
47645.45833,9.71,301.10001,437,48.040001
47645.5,9.7799997,295.29999,452.20001,47.73
47645.54167,10.27,300.5,507.70001,47.580002
47645.58333,10.39,300.5,525.20001,47.650002
47645.625,10.99,310.70001,697.59998,46
47645.66667,11.33,315.20001,728.29999,49.709999
47645.70833,10.94,310.39999,689,48.84
47645.75,10.81,310.79999,662.29999,48.540001
47645.79167,10.79,315.60001,618.5,47.799999
47645.83333,12.07,318.79999,888.09998,47.59
47645.875,13.41,322.60001,1000,47.529999
47645.91667,12.11,322.20001,891.29999,45.060001
47645.95833,12.14,322.39999,898,40.93
47646,12.7,321.89999,995.79999,39.48
47646.04167,12.67,319.79999,995.79999,38.540001
47646.08333,12.45,319.60001,964.09998,39.950001
47646.125,13.01,321.79999,1000,37.34
47646.16667,12.94,320.20001,1000,38.02
47646.20833,12.25,323.10001,919.5,44.02
47646.25,11.06,322.5,675.40002,56.110001
47646.29167,11.5,322.70001,759.59998,59.459999
47646.33333,10.35,319.20001,543.40002,59.27
47646.375,10.65,316.29999,593.5,56.959999
47646.41667,9.9499998,315.5,488.10001,59.169998
47646.45833,7.52,328.29999,207.89999,58.150002
47646.5,9.9899998,330.10001,474.5,56.52
47646.54167,10.99,326.89999,647.70001,53.900002
47646.58333,11.09,321.60001,674.09998,51.5
47646.625,10.96,320.29999,647.90002,50.98
47646.66667,10.87,323.10001,635.90002,51.619999
47646.70833,11.48,327,742.90002,52.93
47646.75,12.16,328.79999,876.79999,54.080002
47646.79167,12.61,329.60001,963.29999,52.779999
47646.83333,12.71,332.39999,988.5,48.939999
47646.875,12.62,335.5,985,50.290001
47646.91667,13.53,332.60001,1000,46.27
47646.95833,12.62,331.70001,972.09998,39.5
47647,12.64,326.39999,978.09998,38.400002
47647.04167,13.09,326.79999,1000,42.389999
47647.08333,12.83,329.79999,994.79999,41.970001
47647.125,12.42,317.10001,962.70001,41.560001
47647.16667,13.12,317.29999,1000,39.900002
47647.20833,12.94,323.39999,1000,44.439999
47647.25,11.96,321.79999,861.20001,54.049999
47647.29167,11.57,319.79999,778.20001,55.77
47647.33333,10.64,318.5,593.59998,54.68
47647.375,10.32,316.5,544.20001,54.939999
47647.41667,9.7700005,305.5,480,55
47647.45833,10.36,305,566.90002,53.029999
47647.5,10,303.29999,496,59.630001
47647.54167,9.6300001,307.60001,468.89999,55.400002
47647.58333,9.8000002,298,444.70001,52.41
47647.625,10.01,299.5,468.39999,49.27
47647.66667,9.6099997,291.89999,420.10001,49.029999
47647.70833,8.6000004,292,302.29999,51.959999
47647.75,7.8600001,287.79999,233.8,53.060001
47647.79167,6.5300002,262.29999,152.7,52.91
47647.83333,6.6599998,242.39999,175.5,52.970001
47647.875,8.71,230.2,411.79999,51.240002
47647.91667,8.8400002,236.39999,414.60001,46.91
47647.95833,9.5600004,239.60001,517,46.689999
47648,9.7299995,233,559.20001,40
47648.04167,11,218.10001,769.09998,43.650002
47648.08333,12.69,214,975.29999,42.98
47648.125,14.6,215.10001,1000,43.080002
47648.16667,15.88,214.2,1000,44.900002
47648.20833,16.280001,215.39999,1000,40.259998
47648.25,16.24,211.5,1000,52.490002
47648.29167,16.959999,211.5,1000,55.380001
47648.33333,17.389999,206.3,1000,49.759998
47648.375,17.860001,205.3,1000,45.650002
47648.41667,18.459999,200.3,1000,47.52
47648.45833,19.34,201.2,1000,47.34
47648.5,20.67,195.5,1000,47.25
47648.54167,20.18,202.89999,1000,46.189999
47648.58333,19.1,206,1000,45.330002
47648.625,19.18,216.7,1000,40.32
47648.66667,18.91,226.39999,1000,43.950001
47648.70833,17.15,233.3,1000,50.669998
47648.75,15.06,255.10001,1000,51.98
47648.79167,12.65,270.29999,1000,47.200001
47648.83333,12.68,277.20001,986,46.900002
47648.875,10.86,275.60001,666.5,47.509998
47648.91667,10.41,274.29999,590.40002,39.91
47648.95833,9.1700001,271.70001,429.29999,39.099998
47649,7.6599998,272.70001,258.5,38.75
47649.04167,7.6100001,269.29999,229.3,37.799999
47649.08333,6.96,263.20001,167.3,36.23
47649.125,6.79,256.89999,152.39999,37.060001
47649.16667,7.0900002,256.60001,175.60001,39.580002
47649.20833,7.6199999,250.39999,217,50.360001
47649.25,6.8600001,246.8,163.60001,59.919998
47649.29167,6.4299998,243.60001,144,61.900002
47649.33333,6.4099998,228.89999,147.8,60.080002
47649.375,6.9000001,218.89999,172.5,56.240002
47649.41667,6.9899998,213.5,176.3,55.369999
47649.45833,7.1900001,223.10001,210.10001,53.459999
47649.5,6.9200001,223.10001,183,49.240002
47649.54167,7.2199998,225.8,223,47.759998
47649.58333,6.4400001,225.8,154.7,47.91
47649.625,5.7600002,227.7,102.5,48.060001
47649.66667,4.71,217.3,47.299999,49.939999
47649.70833,4.6399999,224.3,45.599998,53.970001
47649.75,4.2199998,231.60001,33.599998,56.349998
47649.79167,3.9200001,214.39999,20.6,56.099998
47649.83333,3.76,221.5,16.5,53.93
47649.875,3.7,213.7,15.3,50.919998
47649.91667,3.3800001,230.10001,7,46.68
47649.95833,2.4100001,240.5,-4.5999999,43.919998
47650,1.8099999,266.5,-4.5999999,40.57
47650.04167,0.15000001,182.39999,-4.5999999,41.009998
47650.08333,1.4,96.699997,-4.5999999,40.709999
47650.125,3.5599999,108.4,7.9000001,40.290001
47650.16667,4.75,84,43.400002,41.279999
47650.20833,5.9200001,87.599998,94.5,42.040001
47650.25,6.73,94.5,132.89999,43.720001
47650.29167,6.2600002,93.599998,112.9,45.830002
47650.33333,6.5799999,106.8,129.5,46.400002
47650.375,5.9299998,125,89,46.610001
47650.41667,5.9899998,145.7,77,46.23
47650.45833,5.5500002,136,74.800003,45.400002
47650.5,7.0700002,158.39999,140.39999,44.869999
47650.54167,6.5100002,161.10001,114.1,44.509998
47650.58333,6.2399998,174.89999,109.7,44.470001
47650.625,4.7800002,185.39999,58.099998,44.720001
47650.66667,7.0100002,213.39999,192.60001,45.529999
47650.70833,7.8600001,244.8,285.29999,46.02
47650.75,5.73,255.2,81.699997,46.799999
47650.79167,5.0300002,245,83.800003,46.080002
47650.83333,3.4000001,252.10001,16.700001,45.66
47650.875,5.4099998,221.89999,71.900002,46.310001
47650.91667,5.9899998,225.5,122,44.240002
47650.95833,6.8499999,225.5,197.3,41.57
47651,8.1999998,224.5,331.60001,42.09
47651.04167,9.1599998,202.3,476.79999,40.419998
47651.08333,10.13,198.5,677.40002,40.02
47651.125,12.05,195.7,994.90002,39.599998
47651.16667,12.85,201.10001,1000,39.639999
47651.20833,14.69,206.2,1000,40.549999
47651.25,10.66,251.10001,672.79999,41.48
47651.29167,10.25,248.39999,607.70001,42.310001
47651.33333,10.48,250.3,634.40002,42.889999
47651.375,10.11,257.10001,574,43.009998
47651.41667,8.8000002,245.39999,409.20001,37.5
47651.45833,9.8500004,242.3,565.79999,14.72
47651.5,10.63,247.3,690.79999,4.99
47651.54167,10.18,241.2,620.40002,0.05
47651.58333,9.96,240.7,580.20001,1.16
47651.625,10.65,245.3,714.29999,9.71
47651.66667,10.4,251.8,623,16.780001
47651.70833,9.9499998,254.89999,555.20001,32.98
47651.75,8.8800001,253.5,395.70001,43.950001
47651.79167,8.2200003,254.8,314.89999,45.619999
47651.83333,7.4099998,247.2,236.39999,45.849998
47651.875,7.6199999,244.7,266.39999,47.110001
47651.91667,7.52,241.7,253.2,44.400002
47651.95833,7.9099998,230.39999,308,37.91
47652,8.1199999,221.2,327.39999,37.009998
47652.04167,8.6999998,210.10001,377,35.400002
47652.08333,9.4399996,204.3,575.70001,37.689999
47652.125,10.67,200.3,819.29999,32.880001
47652.16667,12.08,202.39999,994.79999,34.990002
47652.20833,12.34,210.2,925,46.98
47652.25,12.49,211.3,947.79999,54.049999
47652.29167,12.67,211,970.29999,52.060001
47652.33333,12.57,210.3,961.59998,46.98
47652.375,12.42,215.7,953.09998,45.93
47652.41667,11.01,223.39999,798.70001,45.59
47652.45833,10.83,230.2,745.20001,44.98
47652.5,10.32,234.5,613.59998,45.02
47652.54167,9.4399996,246.8,446.79999,44.84
47652.58333,10.57,247.10001,656.70001,44.98
47652.625,10.4,239.89999,634.70001,44.07
47652.66667,10.86,240.39999,720,45.540001
47652.70833,10.91,239.89999,731.40002,48.779999
47652.75,10.79,242.89999,730.70001,49.869999
47652.79167,10.38,239.5,641.90002,49.59
47652.83333,10.35,242.5,646.20001,44.900002
47652.875,10.33,238.8,645.59998,44.200001
47652.91667,10.48,235.8,682.29999,41.59
47652.95833,11.54,233.89999,863.5,39.259998
47653,12.2,236.7,962.20001,36.75
47653.04167,12.58,232.3,974.29999,34.029999
47653.08333,12.76,243.3,1000,26.82
47653.125,12.89,253.89999,987.29999,27.639999
47653.16667,12.19,265.10001,903.90002,34.349998
47653.20833,10.36,268.89999,578.59998,41.740002
47653.25,11.6,282.60001,782.20001,45.150002
47653.29167,10.55,292.29999,547.59998,44.59
47653.33333,11,289.20001,621.59998,44.380001
47653.375,10.3,291,508.70001,44.200001
47653.41667,9.1099997,287.20001,368.29999,43.959999
47653.45833,8.6099997,281.5,342.70001,43.869999
47653.5,8.54,276,339.10001,43.779999
47653.54167,8.3100004,272.29999,316.70001,43.599998
47653.58333,8.5799999,273.39999,346,43.150002
47653.625,8.2399998,272.29999,308.89999,42.599998
47653.66667,7.9099998,268.39999,276.10001,43.330002
47653.70833,8.0200005,265.20001,286.70001,43.970001
47653.75,8.0100002,271.70001,283.60001,44.490002
47653.79167,7.8299999,266.60001,267.29999,49.759998
47653.83333,6.9200001,264.20001,183.2,49.759998
47653.875,6.79,257.89999,175.5,53.400002
47653.91667,6.9000001,250.7,184.7,48.959999
47653.95833,6.6999998,246.39999,177.5,42.549999
47654,6.3200002,234.10001,149.5,41.09
47654.04167,5.8400002,213.5,120.4,40.34
47654.08333,8.0699997,198.39999,408.79999,38.959999
47654.125,13.32,198.39999,1000,38.110001
47654.16667,14.98,216.7,1000,39.959999
47654.20833,16.059999,222.8,1000,47.380001
47654.25,15.97,226.10001,1000,57.07
47654.29167,15.96,227,1000,53.43
47654.33333,16.360001,226.60001,1000,49.529999
47654.375,16.610001,227.2,1000,43.279999
47654.41667,16.5,225.7,1000,44.970001
47654.45833,17.65,224.60001,1000,44.07
47654.5,17.790001,231.89999,1000,42.919998
47654.54167,17.450001,232.3,1000,42.93
47654.58333,17.120001,237.89999,1000,42.150002
47654.625,17.16,239.89999,1000,41.950001
47654.66667,17.42,238.7,1000,43.119999
47654.70833,17.02,243.8,1000,43.759998
47654.75,16.18,249.8,1000,43.560001
47654.79167,11.99,269.10001,859,43.060001
47654.83333,10.47,290.89999,525,42.650002
47654.875,10.07,297.70001,483,42.32
47654.91667,10.36,297,526.90002,41.560001
47654.95833,9.4799995,305.20001,436.5,38.790001
47655,8.9700003,303.29999,359.89999,38
47655.04167,9.0799999,306,387.60001,35.040001
47655.08333,9,306.20001,378.70001,37.09
47655.125,8.96,304.79999,368.60001,35.880001
47655.16667,7,320,168.89999,35
47655.20833,9.3199997,325.20001,408.29999,43.889999
47655.25,8.6499996,327.79999,319.39999,50.240002
47655.29167,9.0200005,337.70001,350.79999,54.849998
47655.33333,10.3,345.70001,502.20001,42.939999
47655.375,9.6999998,329.10001,447.60001,39.91
47655.41667,10.66,325.39999,610.59998,44.169998
47655.45833,12.28,319.70001,938.79999,43.759998
47655.5,13.46,316.5,1000,43.389999
47655.54167,14.93,316.70001,1000,43.049999
47655.58333,16.32,312.5,1000,36.169998
47655.625,16.51,308.89999,1000,16.74
47655.66667,16.620001,303.5,1000,19.540001
47655.70833,16.59,299.60001,1000,19.82
47655.75,16.76,300.29999,1000,23.700001
47655.79167,15.74,300.70001,1000,26.5
47655.83333,16.280001,310.89999,1000,27.02
47655.875,15.79,311.79999,1000,27.059999
47655.91667,15.2,311.70001,1000,22.02
47655.95833,17.58,314.39999,1000,15.86
47656,15.88,312.5,1000,15.21
47656.04167,15.89,321.79999,1000,13.09
47656.08333,17.23,331.29999,1000,4.56
47656.125,14.85,333.60001,1000,4.34
47656.16667,15.37,338.79999,1000,15.59
47656.20833,15.13,335.10001,1000,27.129999
47656.25,16.24,331.20001,1000,41.110001
47656.29167,16.75,334,1000,42.490002
47656.33333,15.44,334.70001,1000,42.720001
47656.375,15.13,331,1000,42.439999
47656.41667,15.41,326.10001,1000,40.560001
47656.45833,14.84,322.39999,1000,38.700001
47656.5,14.9,317.89999,1000,35.700001
47656.54167,15.28,319.5,1000,19.08
47656.58333,15.21,314.89999,1000,16.209999
47656.625,16.07,315.60001,1000,18.16
47656.66667,17,315.10001,1000,17.860001
47656.70833,17.07,316,1000,20.139999
47656.75,17.08,317.10001,1000,28.99
47656.79167,16.25,313.89999,1000,28.08
47656.83333,16.33,312.79999,1000,25.09
47656.875,15.68,315.60001,1000,25.67
47656.91667,16.360001,318.89999,1000,20.200001
47656.95833,16.459999,313.60001,1000,24.040001
47657,15.98,314.10001,1000,18.42
47657.04167,16.77,313.29999,1000,17.99
47657.08333,16.860001,315.29999,1000,15.45
47657.125,17.16,318.29999,1000,11.05
47657.16667,15.91,321.29999,1000,13.01
47657.20833,14.87,322.79999,1000,17.040001
47657.25,13.89,320.39999,1000,18.120001
47657.29167,13.78,317.10001,1000,22.9
47657.33333,13.63,311.60001,1000,23.459999
47657.375,14.02,308.60001,1000,27.790001
47657.41667,14.29,311.79999,1000,26.030001
47657.45833,14.59,309.60001,1000,23.08
47657.5,14.8,305.79999,1000,19.309999
47657.54167,14.42,303.20001,1000,18.77
47657.58333,14.39,307.5,1000,18.75
47657.625,14.4,310.29999,1000,20.07
47657.66667,13.5,315.5,1000,29.67
47657.70833,12.64,317.10001,1000,35
47657.75,13.08,316.10001,1000,35.650002
47657.79167,11.97,313.5,889.79999,37.59
47657.83333,11.75,314.79999,834.59998,42.599998
47657.875,11.39,316.79999,749.29999,42.259998
47657.91667,10.99,315,664.59998,39.439999
47657.95833,11.01,316.39999,666.40002,39.66
47658,10.52,318,577.5,38.009998
47658.04167,11.18,316.79999,701.79999,36.610001
47658.08333,12.36,318.10001,957.20001,35.779999
47658.125,12.43,321,962.70001,35.450001
47658.16667,11.56,320,777,35.59
47658.20833,11.38,315.60001,742.90002,39.139999
47658.25,11.33,320,727.09998,40.720001
47658.29167,11.44,325.20001,768.79999,43.080002
47658.33333,11.55,323.5,786.40002,43.330002
47658.375,12.03,323.70001,892,43.959999
47658.41667,11.17,330.10001,672.09998,44.349998
47658.45833,10.45,327.89999,567.40002,44.279999
47658.5,10.6,326.20001,592.90002,44.139999
47658.54167,10.59,326.10001,589.70001,44.240002
47658.58333,11.21,326.5,703.90002,43.900002
47658.625,12.32,329.89999,912,43.91
47658.66667,12.23,333.89999,911.40002,44.060001
47658.70833,11.45,336,742.40002,44.32
47658.75,10.96,335.20001,660.59998,44.950001
47658.79167,11.57,334.29999,793.70001,43.830002
47658.83333,11.02,339.10001,666.59998,46.639999
47658.875,10.91,338.10001,643.79999,46.009998
47658.91667,11.06,333.70001,697.70001,42.799999
47658.95833,11.28,338.89999,754.79999,39.119999
47659,10.83,337.70001,670.20001,40.970001
47659.04167,11.11,330.70001,725.29999,39.68
47659.08333,11.6,330.20001,775.59998,39.32
47659.125,11.32,331.20001,707.5,32.060001
47659.16667,11.53,326.10001,770.79999,34.259998
47659.20833,11.67,324.79999,805,48.380001
47659.25,12.27,325.79999,928.29999,54.950001
47659.29167,12.33,325.79999,941.40002,56.209999
47659.33333,12.28,326.89999,927.20001,52
47659.375,11.56,330.29999,750.40002,51.75
47659.41667,10.65,331.60001,592.09998,52.110001
47659.45833,10.77,331.39999,608.20001,49.91
47659.5,11.34,330.10001,711.40002,47.93
47659.54167,11.38,325.5,747.20001,46.720001
47659.58333,11.39,326.39999,732.70001,46.34
47659.625,11.02,326.29999,661,45.490002
47659.66667,11.45,327.39999,737.59998,45.939999
47659.70833,11.63,328.79999,766.09998,47.75
47659.75,11.65,327.39999,787,49.950001
47659.79167,10.94,329.29999,646.90002,50.599998
47659.83333,11.32,334,716.09998,48.869999
47659.875,11,337,658.20001,47.849998
47659.91667,10.83,334,628,43.990002
47659.95833,11.27,335.20001,714.20001,43.02
47660,11.59,336,773.5,40.790001
47660.04167,11.39,340.60001,713.40002,41.279999
47660.08333,10.75,342.29999,586.90002,41.560001
47660.125,10.19,342.10001,499.89999,41.150002
47660.16667,9.4700003,340,412.20001,41.959999
47660.20833,9.6000004,336,438.70001,48.939999
47660.25,9.2700005,340.79999,392.79999,99.980003
47660.29167,8.3100004,341.60001,278,144.330002
47660.33333,7.73,340.79999,227.89999,99.699997
47660.375,7.8600001,341,240,99.910004
47660.41667,7.8099999,343.5,228.3,80.410004
47660.45833,7.8200002,342.20001,228.8,74.940002
47660.5,8.4099998,339.20001,289,69.300003
47660.54167,8.5500002,335.39999,305.79999,71.470001
47660.58333,8.7399998,338.29999,331.39999,60.290001
47660.625,8.5100002,343.10001,303.10001,47.830002
47660.66667,7.4499998,348,209.10001,49.990002
47660.70833,7.3000002,344.29999,190.2,52.09
47660.75,7.1500001,344.39999,176.2,54.880001
47660.79167,6.79,344.70001,147.7,53.400002
47660.83333,6.6700001,345.10001,139.8,50.939999
47660.875,6.75,344.79999,143.3,50.630001
47660.91667,5.8200002,347,89.599998,44.419998
47660.95833,5.6500001,347.60001,81.400002,43.169998
47661,5.5999999,346.39999,76.699997,41.939999
47661.04167,4.9499998,351.39999,51.5,41.619999
47661.08333,4.27,356,28.799999,41.48
47661.125,3.6900001,4.1999998,14.4,40.330002
47661.16667,2.79,20.6,-4.5999999,43.48
47661.20833,2.3800001,15.1,-4.5999999,50.779999
47661.25,1.99,18.299999,-4.5999999,58.169998
47661.29167,1.3,357,-4.5999999,69.139999
47661.33333,0.63999999,56.700001,-4.5999999,71.849998
47661.375,1.22,119.4,-4.5999999,71.489998
47661.41667,0.88999999,166.5,-4.5999999,80.809998
47661.45833,1.05,256.60001,-4.5999999,60.43
47661.5,0.33000001,324.39999,-4.5999999,60.099998
47661.54167,1.0700001,359.70001,-4.5999999,59.720001
47661.58333,2.01,350,-4.5999999,52.830002
47661.625,3.3499999,3.3,-4.5999999,47.27
47661.66667,3.3499999,352.60001,5.8000002,48.419998
47661.70833,2.8399999,337.79999,8.1000004,51.959999
47661.75,2.6800001,346.20001,-4.5999999,55.009998
47661.79167,2.3800001,16.6,-4.5999999,52.599998
47661.83333,5.04,43.200001,31.9,50.02
47661.875,4.7399998,50.200001,33.400002,48.93
47661.91667,4.9200001,50.900002,45.200001,44.200001
47661.95833,5.4699998,66.699997,75.800003,39.09
47662,6.0900002,87.199997,79.800003,41.669998
47662.04167,4.6100001,108.2,18.200001,41.630001
47662.08333,3.8499999,121.2,10.7,41.029999
47662.125,3.98,117.8,19.4,40
47662.16667,2.79,112.7,-4.5999999,40.240002
47662.20833,2.79,111.6,-4.5999999,47.130001
47662.25,2.9100001,97.699997,-4.5999999,52.959999
47662.29167,2.29,91.900002,-4.5999999,58.5
47662.33333,1.6900001,90.199997,-4.5999999,51.080002
47662.375,1.14,57.299999,-4.5999999,50.25
47662.41667,2.1700001,21.6,-4.5999999,49.75
47662.45833,2.26,12.7,-4.5999999,49.34
47662.5,2.1800001,4.0999999,-4.5999999,49.209999
47662.54167,2.8,4.5999999,-4.5999999,48.52
47662.58333,4.96,2.9000001,49,47.59
47662.625,4.71,7.5,31.9,46.119999
47662.66667,5.21,349,55.299999,47.950001
47662.70833,7.1999998,340.70001,143.8,48.939999
47662.75,8.6000004,347.89999,198.2,49.98
47662.79167,7.9499998,348.70001,162.39999,48.919998
47662.83333,7.8499999,354.89999,171,44.939999
47662.875,8.25,353.60001,261.5,45.939999
47662.91667,7.2199998,347.10001,141.10001,41.459999
47662.95833,8.21,343.89999,174.8,39
47663,8.6899996,340.20001,271,37.889999
47663.04167,8.5699997,341.10001,265.29999,36.02
47663.08333,8.2299995,341.10001,281.39999,33.98
47663.125,8.1300001,345.60001,258.29999,33.959999
47663.16667,9.0200005,344.89999,350.20001,38.470001
47663.20833,9.1599998,345.89999,360.29999,44.830002
47663.25,8.6999998,344.60001,305.29999,52.389999
47663.29167,8.6000004,343.10001,274.89999,55.869999
47663.33333,8.1099997,351.39999,218.5,49.580002
47663.375,6.6900001,5.5999999,105.8,49.450001
47663.41667,5.9499998,20.200001,72.300003,49.09
47663.45833,6.29,47.400002,126.7,48.209999
47663.5,6.48,45.200001,136,47.740002
47663.54167,7.0100002,24.9,135.8,47.080002
47663.58333,9.0799999,22.200001,257.70001,46.43
47663.625,10.76,27.6,397,46.169998
47663.66667,13.03,28.6,676.70001,43.790001
47663.70833,15.03,26,1000,47.23
47663.75,15.31,27.200001,1000,50.970001
47663.79167,15.17,26.9,1000,49.73
47663.83333,14.56,33.700001,996.29999,48.66
47663.875,14.32,42.400002,1000,49.990002
47663.91667,13.32,48.200001,900,44.349998
47663.95833,10.24,68.400002,512,43.419998
47664,8.3900003,93.699997,286,43.049999
47664.04167,8.0799999,85.699997,286.60001,43.23
47664.08333,8.1400003,80.599998,302.89999,40.209999
47664.125,7.5,78.599998,246.3,40.650002
47664.16667,7.9299998,80.300003,274.20001,43.169998
47664.20833,7.9499998,77.599998,262,44.779999
47664.25,8.2600002,77.099998,291.20001,46.029999
47664.29167,8.1899996,83.900002,264.39999,48.360001
47664.33333,8.4499998,86.5,294.29999,46.950001
47664.375,7.8600001,90.800003,236.39999,48.220001
47664.41667,6.02,91.699997,93.199997,47.919998
47664.45833,6.4499998,81.699997,117.1,47.5
47664.5,5.8699999,81.800003,101.4,46.34
47664.54167,5.0500002,73.5,73.199997,45.82
47664.58333,4.5999999,58.700001,38.799999,45.439999
47664.625,5.9699998,45.200001,96.199997,45.419998
47664.66667,7.54,36.5,181,46.369999
47664.70833,8.4399996,38.5,248.8,47.619999
47664.75,8.5799999,44.700001,284,48.540001
47664.79167,7.2800002,54.5,189.7,48.16
47664.83333,6.8499999,61.299999,174.89999,47.509998
47664.875,7.3899999,79.599998,212.5,47.799999
47664.91667,9.1000004,104.5,369.29999,45.450001
47664.95833,9.9300003,108.6,402.79999,46.080002
47665,8.8699999,108.6,290.5,44.490002
47665.04167,9.0600004,101.9,332.39999,43.119999
47665.08333,8.9099998,107.1,290.20001,42.360001
47665.125,8.3900003,100.9,234.39999,42.060001
47665.16667,7.4299998,102.6,176,42.330002
47665.20833,7.0999999,107.2,150.5,44.16
47665.25,5.8899999,113.8,79.199997,45.02
47665.29167,6.3499999,118.7,98.400002,45.419998
47665.33333,6.8200002,126.7,128.60001,45.57
47665.375,6.7399998,131,118,45.970001
47665.41667,6.9699998,126.7,125.4,46.029999
47665.45833,7.0500002,132.3,120,46.02
47665.5,6.9400001,139.39999,128.10001,45.82
47665.54167,6.04,147.39999,77.099998,45.610001
47665.58333,5.3200002,162.3,46.200001,46
47665.625,4.0100002,180.8,7.6999998,45.919998
47665.66667,1.9,169.5,-4.5999999,46.25
47665.70833,0.63999999,33.700001,-4.5999999,46.790001
47665.75,2.53,45.099998,-4.5999999,48.369999
47665.79167,4.8000002,49.400002,60.099998,49.669998
47665.83333,6.6900001,49.599998,134.10001,46.279999
47665.875,6.8200002,55.099998,117.4,48.040001
47665.91667,6.9899998,62.799999,139.7,47.560001
47665.95833,6.1999998,70.099998,104.3,47.700001
47666,6.6999998,101,112.9,46.209999
47666.04167,4.9400001,109.1,45.5,45.91
47666.08333,2.9100001,134.39999,-4.5999999,45.389999
47666.125,4.1300001,161.2,6.4000001,44.279999
47666.16667,2.95,171.89999,-4.5999999,40.119999
47666.20833,2.0799999,192.2,-4.5999999,49.490002
47666.25,2.28,211.5,-4.5999999,55.950001
47666.29167,2,215.89999,-4.5999999,54.919998
47666.33333,1.34,273.39999,-4.5999999,52.139999
47666.375,1.75,291.79999,-4.5999999,50.82
47666.41667,2.3099999,290,-4.5999999,50.790001
47666.45833,2.79,312.20001,-4.5999999,50.950001
47666.5,1.67,334.10001,-4.5999999,50.900002
47666.54167,1.61,344.39999,-4.5999999,50.939999
